Tenant;School;Profile;Qtde;Product
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Aluno;272;Plataforma AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Aluno;69;Redação AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Aluno;184;Scules
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;4;AZ Anos Iniciais
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;4;Binóculo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;4;Conexia Books
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;4;LEX Aulas ao Vivo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;4;Plataforma AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;3;Redação AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Coordenador;4;Scules
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Corretor;1;Redação AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;5;AZ Anos Iniciais
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;3;AZ Infantil
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;5;Binóculo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;3;Conexia - Portal Financeiro
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;5;Conexia Books
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;3;Conexia Store
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;5;LEX Aulas ao Vivo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;1;Novo EM
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Gestor;5;Scules
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;14;AZ Anos Iniciais
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;8;AZ Infantil
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;25;Binóculo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;26;Conexia Books
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;21;LEX Aulas ao Vivo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;26;Plataforma AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Professor;20;Scules
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Responsável;211;Binóculo
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Responsável;211;Plataforma AZ
CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;CENTRO DE EDUCACAO INFANTIL INOVACAO KIDS ;Responsável;158;Scules
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Aluno;180;Contents Regular Program Anos Finais
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Aluno;180;PLACEMENT TEST
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Coordenador;2;Contents Regular Program
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Gestor;2;Conexia - Portal Financeiro
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Gestor;2;Conexia Store
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Gestor;2;Contents Regular Program
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Gestor;2;PLACEMENT TEST
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Professor;3;Contents Regular Program
CENTRO DE EDUCAÇÃO INTEGRAL ;CENTRO DE EDUCAÇÃO INTEGRAL;Professor;3;PLACEMENT TEST
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Aluno;117;Binóculo
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Aluno;139;Conexia Store
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Aluno;135;Contents Regular Program Infantil
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Aluno;74;Educacross
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Coordenador;3;Binóculo
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Coordenador;3;Contents Regular Program
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Coordenador;3;Educacross
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Gestor;1;Binóculo
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Gestor;1;Conexia Store
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Gestor;1;Contents Regular Program
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Gestor;1;Educacross
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Professor;4;Binóculo
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Professor;4;Contents Regular Program
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Professor;4;Educacross
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Responsável;109;Binóculo
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Responsável;128;Conexia Store
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Responsável;125;Contents Regular Program Infantil
CENTRO DE ENSINO MODERNO ;CENTRO DE ENSINO MODERNO ;Responsável;72;Educacross
CENTRO DE ENSINO TÉCNICO IDEAL;Colégio Ideal;Coordenador;3;Novo EM
CENTRO DE ENSINO TÉCNICO IDEAL;Colégio Ideal;Gestor;2;Conexia Store
CENTRO DE ENSINO TÉCNICO IDEAL;Colégio Ideal;Gestor;2;Novo EM
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Aluno;110;Contents Regular Program Anos Iniciais
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Aluno;110;Educacross
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Aluno;30;PLACEMENT TEST
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Gestor;1;Conexia - Portal Financeiro
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Gestor;1;Conexia Store
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Gestor;1;Contents Regular Program
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Gestor;1;Educacross
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Gestor;1;PLACEMENT TEST
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Professor;3;Contents Regular Program
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Professor;3;Educacross
CENTRO EDUCACIONAL 1 2 3 E JA LTDA;CENTRO EDUCACIONAL 1,2,3 E JÁ;Professor;3;PLACEMENT TEST
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Aluno;122;Conexia Store
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Aluno;112;Contents Regular Program Anos Iniciais
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Aluno;112;Educacross
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Aluno;59;PLACEMENT TEST
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Aluno;112;Ubbu
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Coordenador;1;Contents Regular Program
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Coordenador;1;Educacross
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Coordenador;1;Novo EM
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Coordenador;1;Ubbu
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Gestor;6;Conexia Store
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Gestor;4;Contents Regular Program
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Gestor;4;Educacross
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Gestor;3;Novo EM
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Gestor;4;PLACEMENT TEST
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Gestor;4;Ubbu
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Professor;4;Contents Regular Program
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Professor;4;Educacross
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Professor;3;PLACEMENT TEST
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Professor;4;Ubbu
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Responsável;78;Conexia Store
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Responsável;70;Contents Regular Program Anos Iniciais
CENTRO EDUCACIONAL ALTA PAULISTA ;CENTRO EDUCACIONAL ALTA PAULISTA;Responsável;70;Educacross
CENTRO EDUCACIONAL CAMPOS;CENTRO EDUCACIONAL CAMPOS;Gestor;1;Conexia Store
CENTRO EDUCACIONAL CASTRO ALVES;CENTRO EDUCACIONAL CASTRO ALVES;Gestor;1;Conexia Store
CENTRO EDUCACIONAL CATAVENTO;CENTRO EDUCACIONAL CATAVENTO;Gestor;3;Conexia Store
CENTRO EDUCACIONAL CATAVENTO;CENTRO EDUCACIONAL CATAVENTO;Gestor;3;Novo EM
CENTRO EDUCACIONAL ESCREVA.COM;CENTRO EDUCACIONAL ESCREVA.COM;Gestor;1;Conexia Store
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;19;AZ Cantalelê
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;167;Binóculo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;168;Conexia Books
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;167;Conexia Store
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;77;Educacross
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;156;LEX Aulas ao Vivo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;20;Liga das Corujinhas
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;168;Plataforma AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;85;Redação AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;167;Scules
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Aluno;147;Ubbu
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;AZ Anos Iniciais
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;5;AZ Cantalelê
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;4;AZ Infantil
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;Binóculo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;Conexia Books
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;Educacross
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;LEX Aulas ao Vivo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;4;Liga das Corujinhas
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;Plataforma AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;5;Redação AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;Scules
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Coordenador;6;Ubbu
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Corretor;2;Redação AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;2;AZ Anos Iniciais
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;2;AZ Cantalelê
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;3;AZ Infantil
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;3;Binóculo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;3;Conexia Books
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;4;Conexia Store
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;2;Educacross
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;3;LEX Aulas ao Vivo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;3;Scules
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Gestor;3;Ubbu
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;14;AZ Anos Iniciais
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;6;AZ Cantalelê
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;4;AZ Infantil
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;23;Binóculo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;24;Conexia Books
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;14;Educacross
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;22;LEX Aulas ao Vivo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;5;Liga das Corujinhas
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;24;Plataforma AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;23;Scules
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Professor;21;Ubbu
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Responsável;22;AZ Cantalelê
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Responsável;178;Binóculo
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Responsável;178;Conexia Store
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Responsável;93;Educacross
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Responsável;178;Plataforma AZ
CENTRO EDUCACIONAL GÊNESIS (PINHAL);CENTRO EDUCACIONAL GÊNESIS (PINHAL);Responsável;178;Scules
CENTRO EDUCACIONAL GETSEMANI;CENTRO EDUCACIONAL GETSEMANI;Gestor;1;Conexia Store
CENTRO EDUCACIONAL JOSÉ;CENTRO EDUCACIONAL JOSÉ DE ANCHIETA - CEJA;Coordenador;2;Novo EM
CENTRO EDUCACIONAL JOSÉ;CENTRO EDUCACIONAL JOSÉ DE ANCHIETA - CEJA;Gestor;2;Conexia Store
CENTRO EDUCACIONAL JOSÉ;CENTRO EDUCACIONAL JOSÉ DE ANCHIETA - CEJA;Gestor;2;Novo EM
CENTRO EDUCACIONAL LUMNI;CENTRO EDUCACIONAL LUMNI;Coordenador;3;Novo EM
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;130;Binóculo
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;2;Conexia Store
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;110;Contents Regular Program Anos Iniciais
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;20;Contents Regular Program Infantil
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;110;Educacross
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;69;PLACEMENT TEST
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Aluno;2;Plataforma AZ
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Gestor;2;Binóculo
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Gestor;1;Conexia Store
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Gestor;2;Contents Regular Program
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Gestor;2;Educacross
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Gestor;2;Novo EM
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Gestor;2;PLACEMENT TEST
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Professor;3;Binóculo
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Professor;3;Contents Regular Program
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Professor;2;Educacross
CENTRO EDUCACIONAL MADRE MARINA ROSA;CENTRO EDUCACIONAL MADRE MARINA;Professor;1;PLACEMENT TEST
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Aluno;244;Contents Regular Program Anos Iniciais
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Aluno;68;Contents Regular Program Infantil
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Aluno;244;Educacross
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Aluno;152;PLACEMENT TEST
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Coordenador;2;Contents Regular Program
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Coordenador;1;Educacross
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Gestor;2;Contents Regular Program
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Gestor;2;Educacross
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Gestor;2;PLACEMENT TEST
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Professor;5;Contents Regular Program
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Professor;3;Educacross
CENTRO EDUCACIONAL MARGARIDA;CENTRO EDUCACIONAL MARGARIDA;Professor;3;PLACEMENT TEST
CENTRO EDUCACIONAL MARGARIDA;LIVRARIA BIG;Gestor;4;Conexia - Portal Financeiro
CENTRO EDUCACIONAL MARGARIDA;LIVRARIA BIG;Gestor;4;Conexia Store
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;208;Binóculo
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;184;Conexia Books
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;41;Contents Regular Program Anos Iniciais
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;36;Contents Regular Program Infantil
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;98;Educacross
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;18;PLACEMENT TEST
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;184;Plataforma AZ
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Aluno;59;Redação AZ
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;2;AZ Anos Iniciais
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;2;AZ Infantil
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;3;Binóculo
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;3;Conexia Books
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;2;Contents Regular Program
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;2;Educacross
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;2;Mundo Leitor Anos Iniciais
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;3;Plataforma AZ
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Coordenador;2;Redação AZ
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Corretor;4;Redação AZ
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Gestor;4;AZ Anos Iniciais
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Gestor;4;AZ Infantil
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Gestor;4;Binóculo
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Gestor;4;Conexia Books
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Gestor;4;Contents Regular Program
CENTRO EDUCACIONAL POTENCIAL;CENTRO EDUCACIONAL POTENCIAL;Gestor;4;Educacross
